56, 53.000000, 34.224599, 56.000000, 1.000000, 不可
57, 61.000000, 70.053476, 16.000000, 0.928571, 可
58, 89.000000, 88.235294, 23.000000, 0.571429, 優
59, 91.000000, 90.374332, 58.000000, 0.428571, 秀
60, 91.000000, 86.631016, 60.000000, 1.000000, 秀
61, 43.000000, 49.197861, 10.000000, 0.785714, 不可
62, 85.000000, 80.213904, 58.000000, 0.785714, 優
63, 92.000000, 88.235294, 60.000000, 1.000000, 秀
64, 92.000000, 89.304813, 57.000000, 1.000000, 秀
65, 31.000000, 31.016043, 20.000000, 0.142857, ＊
66, 63.000000, 67.379679, 30.000000, 0.642857, 可
67, 80.000000, 79.679144, 42.000000, 0.357143, 優
68, 80.000000, 79.144385, 42.000000, 0.428571, 優
69, 77.000000, 68.983957, 57.000000, 0.928571, 良
70, 48.000000, 58.288770, 8.000000, 0.714286, 不可
71, 82.000000, 76.470588, 60.000000, 0.642857, 優
72, 81.000000, 80.213904, 50.000000, 0.142857, 優
73, 88.000000, 87.165775, 54.000000, 0.857143, 優
74, 77.000000, 68.983957, 58.000000, 0.785714, 良
75, 83.000000, 81.818182, 55.000000, 0.428571, 優
76, 69.000000, 63.636364, 46.000000, 0.928571, 可
77, 49.000000, 60.962567, 10.000000, 0.285714, ＊
78, 74.000000, 76.470588, 42.000000, 0.428571, 良
79, 78.000000, 74.866310, 48.000000, 0.928571, 良
80, 60.000000, 53.475936, 48.000000, 0.357143, 可
81, 70.000000, 69.518717, 50.000000, 0.000000, 良
82, 52.000000, 50.802139, 35.000000, 0.357143, ＊
83, 0.000000, , 0.000000, 0.000000, K
84, 0.000000, , 0.000000, 0.000000, K
85, 11.000000, , 19.000000, 0.428571, K
86, 81.000000, 80.213904, 42.000000, 0.928571, 優
87, 1.000000, , 0.000000, 0.142857, K
88, 44.000000, 37.433155, 37.000000, 0.428571, ＊
89, 84.000000, 77.540107, 58.000000, 0.928571, 優
90, 88.000000, 87.165775, 28.000000, 0.500000, 優
91, 76.000000, 78.609626, 38.000000, 0.857143, 良
92, 91.000000, 86.631016, 60.000000, 1.000000, 秀
93, 9.000000, , 18.000000, 0.142857, K
94, 67.000000, 63.101604, 47.000000, 0.500000, 可
95, 64.000000, 72.192513, 28.000000, 0.285714, 可
96, 6.000000, , 10.000000, 0.285714, K
97, 63.000000, 78.074866, 18.000000, 0.000000, 可
98, 85.000000, 84.491979, 50.000000, 1.000000, 優
99, 95.000000, 93.582888, 60.000000, 0.857143, 秀
100, 80.000000, 79.144385, 37.000000, 0.142857, 優
101, 87.000000, 81.818182, 60.000000, 0.928571, 優
102, 81.000000, 75.401070, 56.000000, 0.928571, 優
103, 57.000000, 67.914439, 18.000000, 0.214286, ＊
104, 71.000000, 68.449198, 46.000000, 0.642857, 良
105, 91.000000, 90.374332, 50.000000, 1.000000, 秀
106, 78.000000, 73.796791, 53.000000, 0.714286, 良
107, 41.000000, 41.711230, 20.000000, 0.500000, ＊
108, 88.000000, 85.561497, 54.000000, 1.000000, 優
109, 67.000000, 58.288770, 58.000000, 0.357143, 可
110, 47.000000, 56.684492, 10.000000, 0.500000, ＊
111, 96.000000, 95.721925, 59.000000, 0.857143, 秀
112, 84.000000, 77.005348, 60.000000, 0.857143, 優
113, 79.000000, 78.074866, 48.000000, 0.714286, 良
114, 85.000000, 78.609626, 60.000000, 0.857143, 優
115, 2.000000, , 0.000000, 0.357143, K
116, 84.000000, 83.957219, 56.000000, 0.285714, 優
117, 5.000000, , 0.000000, 0.857143, K
118, 74.000000, 63.101604, 58.000000, 1.000000, 良
119, 80.000000, 79.679144, 54.000000, 0.214286, 優
120, 95.000000, 94.652406, 58.000000, 0.571429, 秀
121, 9.000000, , 17.000000, 0.214286, K
122, 74.000000, 70.053476, 50.000000, 0.714286, 良
123, 80.000000, 79.679144, 21.000000, 0.642857, 優
124, 55.000000, 78.074866, 0.000000, 0.000000, ＊
125, 80.000000, 76.470588, 50.000000, 1.000000, 優
126, 72.000000, 69.518717, 43.000000, 1.000000, 良
127, 29.000000, 20.855615, 30.000000, 0.357143, ＊
128, 0.000000, , 0.000000, 0.000000, K
129, 18.000000, , 40.000000, 0.214286, K
130, 65.000000, 61.497326, 46.000000, 0.357143, 可
131, 65.000000, 76.470588, 24.000000, 0.142857, 可
132, 86.000000, 85.026738, 33.000000, 1.000000, 優
133, 84.000000, 83.957219, 38.000000, 1.000000, 優
134, 89.000000, 88.770053, 54.000000, 0.500000, 優
135, 86.000000, 79.679144, 60.000000, 0.928571, 優
136, 89.000000, 86.096257, 60.000000, 0.714286, 優
137, 53.000000, 37.433155, 54.000000, 0.714286, 不可
138, 76.000000, 70.588235, 60.000000, 0.285714, 良
139, 49.000000, 57.754011, 10.000000, 0.714286, 不可
140, 41.000000, 55.614973, 0.000000, 0.357143, ＊
141, 69.000000, 56.684492, 56.000000, 1.000000, 可
142, 70.000000, 65.240642, 52.000000, 0.428571, 良
143, 73.000000, 71.122995, 49.000000, 0.500000, 良
144, 87.000000, 82.887701, 58.000000, 0.928571, 優
145, 86.000000, 83.957219, 54.000000, 0.928571, 優
146, 80.000000, 79.144385, 34.000000, 0.857143, 優
147, 60.000000, 70.053476, 13.000000, 0.928571, 可
148, 87.000000, 86.631016, 42.000000, 0.285714, 優
149, 94.000000, 93.582888, 54.000000, 0.642857, 秀
150, 80.000000, 76.470588, 58.000000, 0.428571, 優
151, 1.000000, , 0.000000, 0.071429, K
152, 64.000000, 60.962567, 38.000000, 1.000000, 可
Avg: 64.302632 (79.764151)
Max: 96.000000 (96.000000)
Min: 0.000000 (60.000000)
秀: 14
優: 49
良: 27
可: 16
不可: 9
K: 20
＊: 17
